"lat","long"
44.6286,-93.1224
44.7517,-93.122
44.8949,-93.1194
31.7413,-93.1162
44.9026,-93.1122
41.5205,-93.111
35.301,-93.1102
40.2009,-93.1082
35.3511,-93.1024
44.9471,-93.0961
41.6972,-93.0956
45.0846,-93.0949
45.0846,-93.0947
34.1469,-93.0903
41.3095,-93.0862
45.7136,-93.0796
43.9223,-93.0792
44.8845,-93.074
34.4525,-93.0729
44.8995,-93.0707
42.373,-93.0706
44.846,-93.0698
41.6911,-93.0693
44.8791,-93.0683
41.6948,-93.068
42.2476,-93.0668
44.9048,-93.063
44.9891,-93.0625
32.7772,-93.061
45.0061,-93.0581
32.7784,-93.0572
43.1486,-93.0565
43.1484,-93.0564
45.0836,-93.0554
34.5171,-93.0539
42.5459,-93.0518
35.2364,-93.0488
44.8501,-93.0486
45.0928,-93.0473
44.8721,-93.0434
44.8202,-93.0421
34.6666,-93.0413
34.4729,-93.0382
45.0773,-93.0356
45.0632,-93.032
34.48,-93.0314
44.7398,-93.0251
44.996,-93.0232
44.996,-93.023
44.996,-93.0229
45.3405,-93.0143
34.5482,-93.0142
43.6573,-93.0142
43.0822,-93.0135
34.5465,-93.0093
44.9907,-93.0084
44.9922,-93.0079
44.9883,-93.0075
45.439,-93.0009
45.6786,-92.9974
45.682,-92.9931
34.6838,-92.9921
45.2269,-92.9898
45.1273,-92.9896
44.9249,-92.9871
34.6991,-92.9855
45.281,-92.9843
34.4694,-92.9823
45.8059,-92.9815
45.5078,-92.98
34.4552,-92.9797
44.2817,-92.9766
45.097,-92.9758
45.0899,-92.9743
34.6709,-92.9706
44.7999,-92.9691
43.7209,-92.9687
39.706,-92.9685
34.6717,-92.9655
45.2619,-92.9622
44.9535,-92.9617
45.262,-92.961
43.7074,-92.9609
44.8365,-92.9557
43.6837,-92.9552
41.3946,-92.9545
44.4926,-92.954
45.2542,-92.954
18.0087,-92.9525
32.5276,-92.9507
42.0175,-92.9506
18.0115,-92.9498
34.4375,-92.9494
34.4365,-92.9491
18.0045,-92.948
34.6436,-92.9469
43.3875,-92.9419
34.6333,-92.9383
44.9553,-92.9371
44.9554,-92.937
44.9524,-92.9365
42.0268,-92.9349
47.3802,-92.9346
44.9545,-92.9343
47.4321,-92.9337
42.4315,-92.9332
44.521,-92.9314
40.8777,-92.9304
45.3191,-92.9297
43.6777,-92.9241
41.4121,-92.9215
42.0367,-92.9213
36.4644,-92.9198
46.0081,-92.9193
46.0071,-92.9171
44.891,-92.916
41.4185,-92.9153
44.5149,-92.9133
44.8976,-92.9125
44.5109,-92.9033
45.0449,-92.9026
43.8827,-92.9002
44.9114,-92.8985
44.9134,-92.8985
34.6502,-92.8949
40.7486,-92.8944
42.5832,-92.8926
37.3501,-92.8925
34.6258,-92.8923
45.361,-92.8919
42.0971,-92.8887
37.3509,-92.8885
44.7899,-92.8855
44.7899,-92.8854
45.0784,-92.8824
44.9547,-92.8821
44.9616,-92.8816
44.7261,-92.875
44.726,-92.875
46.1358,-92.871
46.1359,-92.8709
42.2193,-92.8692
44.9746,-92.8692
45.0374,-92.8688
40.6691,-92.8677
34.6438,-92.8667
45.0665,-92.8643
34.6417,-92.8633
34.6497,-92.8625
34.635,-92.8613
44.7426,-92.8519
44.7318,-92.8508
45.3717,-92.8449
44.6593,-92.8435
44.6449,-92.8393
44.6552,-92.8348
46.3744,-92.8315
45.0707,-92.8305
44.9521,-92.8299
43.2592,-92.8213
41.7181,-92.8186
41.7179,-92.8186
45.0725,-92.8183
42.9075,-92.8162
45.0676,-92.8117
44.5713,-92.8108
38.4709,-92.8101
30.5564,-92.8098
38.0023,-92.807
37.9878,-92.7999
38.2253,-92.7988
39.47,-92.7958
38.6538,-92.7928
44.8543,-92.7905
41.5714,-92.7895
42.5841,-92.7863
41.0318,-92.7852
41.0326,-92.7844
42.3543,-92.7805
42.3551,-92.7791
46.4103,-92.7779
42.5702,-92.7694
42.5709,-92.7688
42.571,-92.7687
32.2926,-92.7678
35.1614,-92.7677
46.4515,-92.7671
38.0044,-92.7623
33.1641,-92.7613
38.0172,-92.7568
38.0034,-92.7554
44.7893,-92.7509
44.8384,-92.7445
44.9581,-92.7438
44.8967,-92.7414
45.0496,-92.7409
44.8966,-92.7404
45.0493,-92.7395
45.0933,-92.735
45.0927,-92.7347
44.0601,-92.7344
45.093,-92.7332
44.8952,-92.732
45.0936,-92.7314
33.2259,-92.7308
37.7632,-92.7299
37.692,-92.7295
41.7559,-92.7237
44.9696,-92.7222
44.9695,-92.7221
41.7583,-92.7208
33.4069,-92.7195
33.407,-92.7195
43.5653,-92.7195
47.7313,-92.7177
38.1309,-92.7169
38.1291,-92.7014
38.129,-92.7013
38.1221,-92.6928
45.1444,-92.6925
38.9411,-92.6901
38.1918,-92.69
32.5373,-92.6898
45.775,-92.6889
43.0618,-92.6879
38.1871,-92.6875
38.1873,-92.6871
38.1002,-92.6858
38.1909,-92.6812
38.2008,-92.6803
44.3126,-92.6773
38.1458,-92.6696
42.759,-92.6669
33.2076,-92.6663
42.7556,-92.6655
45.3173,-92.6626
45.3172,-92.6625
33.239,-92.6608
47.8986,-92.6607
36.9519,-92.6606
41.2819,-92.6605
47.8923,-92.6601
38.1958,-92.6599
38.195,-92.6591
41.2815,-92.6589
34.5304,-92.6569
31.9156,-92.6568
38.1972,-92.6528
33.202,-92.6522
38.174,-92.6505
38.1722,-92.6504
38.1747,-92.6491
38.1748,-92.6483
33.2378,-92.6466
41.4716,-92.6458
44.0332,-92.6456
41.4754,-92.6455
38.0078,-92.643
46.0042,-92.6426
44.0438,-92.6398
43.042,-92.6397
32.506,-92.639
41.2728,-92.6387
46.5649,-92.6371
42.3369,-92.6368
36.5625,-92.6366
44.1999,-92.6361
44.0477,-92.6347
45.1487,-92.6323
41.275,-92.6314
38.1504,-92.6183
46.7162,-92.617
45.3522,-92.6162
42.4669,-92.6119
45.3955,-92.6114
32.824,-92.6095
38.2093,-92.601
38.1536,-92.601
44.9784,-92.5954
44.8625,-92.5951
38.3299,-92.593
38.3286,-92.593
38.3297,-92.5923
44.8597,-92.5917
40.188,-92.5892
34.575,-92.5886
36.3639,-92.5885
41.9696,-92.5868
38.1502,-92.5867
47.427,-92.5851
34.8591,-92.5818
40.172,-92.5703
45.1226,-92.5629
47.538,-92.556
34.605,-92.555
43.3641,-92.5476
44.5571,-92.5474
44.5582,-92.5471
41.5834,-92.5456
45.1321,-92.5454
42.9367,-92.5392
31.3045,-92.5359
44.5654,-92.5333
31.3214,-92.5325
31.3297,-92.5313
44.0212,-92.5305
44.071,-92.5299
44.0799,-92.5286
31.3193,-92.5274
34.6046,-92.5232
34.6058,-92.5214
42.5698,-92.5198
47.4296,-92.5197
34.6074,-92.5177
35.1061,-92.517
44.964,-92.5138
32.572,-92.5134
32.5719,-92.5131
44.0177,-92.5115
39.4344,-92.5061
31.2025,-92.5051
43.9209,-92.5026
35.102,-92.5014
35.1019,-92.5013
40.0209,-92.4981
40.021,-92.4978
39.4314,-92.4963
46.6516,-92.4942
39.7471,-92.4908
44.5534,-92.4905
43.8714,-92.4871
43.9512,-92.4861
42.5323,-92.4844
42.5322,-92.4844
44.7528,-92.4843
31.4104,-92.4839
35.1076,-92.4836
43.8666,-92.4828
42.7156,-92.4807
31.2777,-92.4803
35.086,-92.4801
35.048,-92.4798
42.7186,-92.4797
46.666,-92.4777
46.7208,-92.4761
42.7193,-92.4754
35.0508,-92.4738
44.0165,-92.4733
42.7034,-92.4712
42.7035,-92.4703
33.81,-92.4697
45.6454,-92.4669
45.666,-92.4666
44.013,-92.4662
45.5655,-92.4648
42.2001,-92.4643
45.4769,-92.4589
45.01,-92.4536
45.5681,-92.4527
42.5402,-92.4494
34.3031,-92.4444
44.0111,-92.4387
45.7706,-92.4369
44.9818,-92.4354
43.2475,-92.4336
45.7779,-92.432
44.0759,-92.4318
44.0764,-92.4317
44.2535,-92.4313
34.6755,-92.4303
34.6758,-92.4301
44.2537,-92.4296
34.6754,-92.4289
44.0766,-92.4279
45.7711,-92.4274
36.3203,-92.4224
34.843,-92.4196
34.843,-92.4195
38.9692,-92.4158
38.9693,-92.4158
41.0805,-92.4125
44.0078,-92.4093
34.7787,-92.4064
34.7795,-92.4063
37.8721,-92.4035
41.0406,-92.4001
38.3834,-92.3998
38.3836,-92.399
39.4866,-92.399
34.851,-92.3985
40.7535,-92.3978
34.8436,-92.3972
44.5102,-92.3969
44.5103,-92.3969
34.7533,-92.3932
43.622,-92.3909
34.8356,-92.3904
36.3266,-92.39
42.4698,-92.3879
42.4698,-92.3878
42.4697,-92.3877
44.514,-92.385
42.4606,-92.384
45.9369,-92.3829
41.7248,-92.3822
42.4608,-92.3821
30.1975,-92.3798
43.8968,-92.3785
42.4568,-92.3781
45.3064,-92.3773
45.9411,-92.3755
45.3034,-92.3752
34.6323,-92.3741
34.6322,-92.374
45.3022,-92.3734
44.5118,-92.3723
42.544,-92.371
45.9036,-92.3706
42.5555,-92.3687
39.2788,-92.3681
38.9784,-92.3679
42.4799,-92.3668
38.978,-92.3665
47.4621,-92.3645
45.913,-92.3643
38.9046,-92.3602
38.9162,-92.3587
34.6947,-92.3572
36.3525,-92.3559
34.711,-92.3484
34.7119,-92.3482
38.9318,-92.3481
47.8215,-92.3463
47.8214,-92.3462
32.7219,-92.3411
34.7518,-92.3357
34.7518,-92.3356
34.7514,-92.3332
42.5269,-92.3263
42.6711,-92.3256
42.4415,-92.3221
34.7725,-92.3218
34.7822,-92.3215
42.4432,-92.3214
35.2796,-92.3203
34.618,-92.3167
42.5146,-92.3151
34.7909,-92.3087
47.5798,-92.3048
38.9592,-92.3045
47.5772,-92.3036
44.4699,-92.3028
42.2089,-92.3001
42.2089,-92.3
44.4657,-92.298
38.9146,-92.2951
32.5458,-92.2948
32.5451,-92.2945
44.5133,-92.2909
44.4402,-92.2907
47.5403,-92.2893
35.6119,-92.2881
35.611,-92.286
35.6208,-92.2827
46.8651,-92.2824
30.7722,-92.2807
37.1293,-92.2792
46.714,-92.276
37.1291,-92.2724
45.2532,-92.2699
41.9041,-92.2686
35.6089,-92.2685
37.1319,-92.2646
38.5828,-92.2594
38.6947,-92.2591
45.2581,-92.2551
44.8404,-92.2546
30.3566,-92.2523
44.8414,-92.2518
35.6203,-92.2505
35.6194,-92.2501
35.6193,-92.25
35.6194,-92.2499
43.0565,-92.2483
38.9288,-92.2459
38.9301,-92.2449
42.802,-92.2404
38.9628,-92.2376
46.748,-92.2368
34.8218,-92.2307
46.7413,-92.224
42.9663,-92.2135
34.9121,-92.212
41.3423,-92.2106
42.9653,-92.2102
41.3439,-92.2056
29.9913,-92.1925
31.6909,-92.1853
37.1529,-92.1852
38.5502,-92.1819
38.6048,-92.1728
44.1544,-92.1727
38.5766,-92.1714
45.0007,-92.1696
43.8341,-92.1683
34.9485,-92.1679
42.3126,-92.1679
42.3127,-92.1679
29.9889,-92.1554
45.9623,-92.1511
30.9964,-92.1459
34.8927,-92.1411
43.3487,-92.1393
37.8147,-92.1384
32.5256,-92.1379
32.5243,-92.1375
42.0065,-92.1346
42.6634,-92.1325
46.7615,-92.1319
32.5252,-92.1314
46.7766,-92.131
34.7455,-92.1266
37.7575,-92.1187
38.6506,-92.1182
39.211,-92.1164
39.211,-92.1163
47.5216,-92.1128
38.5951,-92.1105
34.7472,-92.1101
43.6846,-92.1091
46.7046,-92.1063
42.8533,-92.1062
31.6202,-92.1061
46.7836,-92.1043
46.8488,-92.102
37.1238,-92.1012
35.877,-92.0982
32.5457,-92.0953
46.7109,-92.0942
46.8213,-92.0941
32.5442,-92.0937
38.7049,-92.0935
46.5331,-92.0923
46.8564,-92.0893
41.5182,-92.0885
43.6746,-92.0858
34.8924,-92.0839
42.4818,-92.078
37.9985,-92.0753
46.6732,-92.0751
34.9717,-92.0732
37.733,-92.0696
37.7329,-92.0694
35.0181,-92.0689
41.7671,-92.0672
30.5433,-92.0669
31.1675,-92.0659
35.0218,-92.0622
31.1053,-92.0609
35.5595,-92.0565
31.0957,-92.0557
32.6437,-92.0529
45.5529,-92.0527
46.8255,-92.0485
44.3567,-92.0482
35.0223,-92.0481
43.9588,-92.048
32.6417,-92.046
39.694,-92.0432
30.1621,-92.0421
30.2607,-92.0418
35.5251,-92.0395
35.5258,-92.0381
43.1135,-92.0375
34.9519,-92.0371
43.1158,-92.0327
43.711,-92.0327
35.025,-92.0325
43.0434,-92.0303
32.4965,-92.0272
32.5099,-92.0249
30.2615,-92.0192
41.6595,-92.0146
41.659,-92.0145
34.1838,-92.0136
30.1892,-92.013
42.1731,-92.013
30.2318,-92.0042
43.5583,-92.0034
46.8456,-92.0013
30.316,-91.9983
34.9765,-91.996
30.1385,-91.9943
47.7155,-91.9807
34.934,-91.9804
30.2167,-91.9783
43.7102,-91.9769
38.8792,-91.9625
44.6185,-91.9623
35.4885,-91.962
39.4556,-91.9616
37.0022,-91.9562
40.9989,-91.9515
30.122,-91.9501
37.0343,-91.949
30.0935,-91.945
46.2459,-91.9444
44.8455,-91.9413
44.8996,-91.9402
39.1832,-91.9381
38.8578,-91.9378
41.0136,-91.9361
46.0988,-91.9323
46.0989,-91.9322
42.6522,-91.9219
50.1086,-91.9141
43.1887,-91.9099
41.8086,-91.9048
44.8587,-91.904
44.862,-91.9033
42.6494,-91.9006
30.0824,-91.8989
43.9834,-91.8822
36.7416,-91.8808
42.0881,-91.8776
36.7536,-91.872
36.7537,-91.872
42.4516,-91.8708
47.8938,-91.867
45.4005,-91.8646
30.0341,-91.8643
38.4848,-91.8631
39.1652,-91.8588
45.8469,-91.8515
45.844,-91.8474
36.7565,-91.8452
29.9702,-91.8401
30.0346,-91.8364
30.0346,-91.8361
44.2267,-91.8278
45.2669,-91.8143
33.6573,-91.8114
46.6043,-91.8092
43.3407,-91.8068
42.2095,-91.8057
32.4707,-91.8018
35.2021,-91.7914
37.9516,-91.7856
37.9513,-91.7852
37.9511,-91.7846
18.6689,-91.7817
46.3638,-91.7808
42.8447,-91.7802
35.235,-91.7796
18.6547,-91.7776
45.4922,-91.773
43.1401,-91.7725
30.039,-91.7716
43.3491,-91.7684
36.2291,-91.7647
45.3209,-91.7623
36.2136,-91.7601
36.2184,-91.7598
41.9635,-91.7575
39.6554,-91.7553
39.6566,-91.755
46.4728,-91.754
43.5237,-91.7508
39.6588,-91.748
40.0427,-91.7439
40.0423,-91.7414
46.4941,-91.7395
44.9537,-91.7374
43.3067,-91.7364
39.6536,-91.7348
45.5479,-91.7308
42.5083,-91.7274
42.5085,-91.7271
43.7879,-91.7245
37.9943,-91.7227
43.7855,-91.7191
43.7854,-91.7191
35.2246,-91.7155
41.4937,-91.7144
41.4563,-91.7143
41.4827,-91.706
35.2543,-91.7046
37.962,-91.7036
38.2661,-91.7014
35.262,-91.6978
35.2621,-91.6975
42.0223,-91.6952
41.276,-91.6935
45.7406,-91.6932
41.9984,-91.6917
45.288,-91.6866
46.504,-91.6807
46.2588,-91.6779
42.0016,-91.6763
44.0546,-91.6763
41.963,-91.6761
40.4073,-91.6706
47.0195,-91.6703
42.0364,-91.6646
47.0271,-91.6643
42.0153,-91.6502
42.016,-91.6499
42.0163,-91.6499
41.9482,-91.649
42.0149,-91.6481
44.5842,-91.6436
44.5842,-91.6417
45.3537,-91.6395
35.7576,-91.6349
42.0028,-91.6275
35.7687,-91.6258
41.889,-91.6243
14.5981,-91.6171
48.7611,-91.6157
41.7317,-91.6101
49.421,-91.608
44.0075,-91.6057
37.983,-91.5972
36.2847,-91.592
35.7494,-91.5863
35.7479,-91.5836
40.9771,-91.5828
42.075,-91.5822
34.8226,-91.5747
40.6456,-91.571
44.8404,-91.5689
45.622,-91.5687
44.8354,-91.5679
41.6719,-91.5657
44.837,-91.5652
42.6439,-91.5623
41.6558,-91.5604
41.6756,-91.5587
42.0105,-91.5561
37.6488,-91.5543
41.6635,-91.5541
46.269,-91.5523
31.6617,-91.5522
41.8182,-91.5517
36.318,-91.5514
41.2891,-91.5327
41.5008,-91.5323
42.2781,-91.5316
39.7891,-91.5299
37.6359,-91.5297
41.4998,-91.5288
39.7897,-91.5277
43.9756,-91.5269
34.4798,-91.5266
41.6134,-91.5164
38.9676,-91.5113
42.2051,-91.511
38.9724,-91.5075
43.6175,-91.5058
44.2529,-91.5016
46.0192,-91.4939
46.0192,-91.4938
45.9789,-91.4932
38.3545,-91.4917
39.6843,-91.484
33.8465,-91.4832
32.4545,-91.4824
32.5502,-91.4816
42.5075,-91.481
44.2518,-91.4798
41.8025,-91.4789
43.0759,-91.4749
44.7721,-91.4734
45.1026,-91.4732
43.2665,-91.4726
43.2882,-91.4718
41.6759,-91.4647
44.765,-91.4634
44.8141,-91.4607
44.8413,-91.4545
29.8151,-91.4515
29.8156,-91.4502
44.8791,-91.4491
44.7965,-91.4469
44.7135,-91.4445
41.1329,-91.4421
46.583,-91.442
41.1321,-91.441
38.684,-91.4387
42.4684,-91.4387
44.0372,-91.4385
42.4612,-91.4318
43.7638,-91.4261
40.8895,-91.4179
41.9148,-91.4087
41.9146,-91.4082
41.9151,-91.4079
40.4068,-91.4074
42.6442,-91.4069
38.4674,-91.4058
42.8716,-91.4053
39.9946,-91.4023
45.9913,-91.3975
44.9614,-91.3974
33.6267,-91.3972
38.0416,-91.3964
38.0417,-91.3963
40.4261,-91.3919
44.557,-91.3826
39.7178,-91.3792
30.6834,-91.3773
39.9264,-91.3765
44.9436,-91.3701
43.8394,-91.3698
37.1566,-91.3624
31.456,-91.3601
41.6783,-91.3596
39.906,-91.3595
39.922,-91.359
39.9706,-91.3556
33.602,-91.3511
40.4704,-91.3502
44.9854,-91.3498
44.9855,-91.3493
43.755,-91.3489
40.4037,-91.3428
44.3718,-91.3269
45.3922,-91.324
40.6608,-91.3183
40.6985,-91.3171
47.2755,-91.3116
42.7507,-91.3007
34.6969,-91.2961
29.6669,-91.2944
46.0071,-91.2925
44.0348,-91.288
42.0966,-91.2868
30.3895,-91.2787
41.5589,-91.278
45.7776,-91.2772
45.7773,-91.2768
45.4539,-91.2751
35.2858,-91.2737
35.5991,-91.2694
42.1158,-91.2646
44.1709,-91.2621
30.2861,-91.253
46.1894,-91.2518
30.2812,-91.2503
30.8056,-91.2471
30.2903,-91.2459
46.0974,-91.2455
30.8034,-91.2449
31.9204,-91.2329
30.6828,-91.2316
43.9199,-91.2295
41.1185,-91.2268
41.1185,-91.2267
44.5734,-91.2238
45.7688,-91.2214
44.5725,-91.2209
46.0385,-91.2202
43.8179,-91.2191
43.7659,-91.2138
35.6048,-91.212
42.637,-91.1998
34.8613,-91.1986
43.8597,-91.1963
43.8593,-91.1951
32.8101,-91.1945
30.6495,-91.1904
30.4033,-91.186
32.4108,-91.185
42.247,-91.1846
30.6667,-91.1839
30.6405,-91.1836
30.6419,-91.1816
43.8843,-91.1763
43.8838,-91.1759
30.5608,-91.1712
30.5606,-91.1707
30.5582,-91.169
30.4335,-91.1669
30.5588,-91.1658
44.9481,-91.1504
34.6926,-91.1496
38.8218,-91.1478
38.7637,-91.1466
43.0923,-91.1458
40.7604,-91.1447
41.7631,-91.1438
38.2159,-91.1431
30.4339,-91.1422
30.4372,-91.1417
30.4368,-91.1414
40.756,-91.1402
40.4138,-91.1355
30.4365,-91.1343
30.771,-91.1322
46.1971,-91.1316
30.4237,-91.1296
40.8654,-91.1271
40.8678,-91.127
40.8678,-91.1269
30.4528,-91.1252
46.1989,-91.1244
42.8188,-91.1234
42.8188,-91.1233
45.2349,-91.1223
30.5995,-91.1214
40.8324,-91.1207
30.3197,-91.1183
37.7347,-91.1157
43.8406,-91.1138
39.4055,-91.1126
30.4304,-91.1093
45.2616,-91.1056
43.8954,-91.1001
42.4906,-91.097
30.42,-91.0969
42.475,-91.0957
45.4791,-91.0869
45.4794,-91.0867
41.4549,-91.0735
41.4553,-91.0718
40.0391,-91.0686
40.0269,-91.067
43.0103,-91.0667
30.4388,-91.0571
33.3744,-91.0561
41.4482,-91.0556
30.385,-91.0518
41.4746,-91.0403
38.5019,-91.0393
33.3508,-91.0384
38.5638,-91.0338
29.9582,-91.03
39.6993,-91.0298
38.7693,-91.0247
38.7689,-91.0246
45.9141,-91.0242
30.4335,-91.0237
38.8261,-91.0158
42.064,-91.014
42.2959,-91.014
42.2971,-91.0136
30.3424,-91.0114
30.3378,-91.0101
30.3397,-91.01
30.3935,-91.009
30.3389,-91.0083
42.2916,-91.0028
36.3214,-91.0012
30.8489,-91.0001
31.9015,-90.9996
30.8451,-90.9981
43.6314,-90.983
30.417,-90.9796
40.585,-90.9751
38.9939,-90.9747
41.6038,-90.9567
38.8675,-90.9558
38.8676,-90.9557
40.241,-90.9498
30.2377,-90.9372
30.1635,-90.9327
30.4413,-90.931
30.165,-90.9297
30.1614,-90.9288
30.1644,-90.9284
38.4163,-90.9268
30.4425,-90.9266
40.2723,-90.9266
30.5007,-90.9209
33.4084,-90.9193
41.8569,-90.9175
46.5714,-90.9168
41.8571,-90.9154
38.3187,-90.9152
40.292,-90.9126
46.6768,-90.9092
38.8181,-90.8971
38.8183,-90.897
38.8183,-90.8964
38.7909,-90.895
38.79,-90.895
39.3531,-90.8943
38.7272,-90.8912
38.813,-90.8884
43.5406,-90.8812
42.3858,-90.8809
40.5553,-90.8804
42.3874,-90.8773
38.6279,-90.875
39.1334,-90.8658
44.3009,-90.8635
32.3266,-90.8596
43.6936,-90.8572
42.8717,-90.8557
19.2233,-90.85
14.4286,-90.8327
42.451,-90.8137
38.8156,-90.8097
38.7755,-90.8079
38.7752,-90.8079
38.775,-90.8069
38.7741,-90.8068
42.5171,-90.8058
29.8765,-90.8055
38.8028,-90.7993
42.514,-90.796
42.5139,-90.7959
38.7971,-90.7942
35.2318,-90.7926
43.9499,-90.7925
43.95,-90.7925
29.7781,-90.7923
41.8322,-90.783
35.0079,-90.7802
46.7687,-90.78
35.8214,-90.7762
35.812,-90.7693
39.6085,-90.7692
35.811,-90.7688
40.0062,-90.7675
36.4841,-90.7662
39.9873,-90.7634
38.5803,-90.7609
41.188,-90.7553
38.7843,-90.7524
38.7841,-90.7523
38.5809,-90.7504
38.581,-90.7503
41.1971,-90.7496
46.3658,-90.749
36.5966,-90.7466
38.7548,-90.745
29.6249,-90.7438
42.5347,-90.7427
19.3143,-90.7344
40.4407,-90.7342
38.7873,-90.7297
33.7545,-90.7283
38.7878,-90.7272
38.792,-90.7268
35.1859,-90.7261
38.792,-90.7247
29.5789,-90.7226
32.3636,-90.7185
47.639,-90.714
38.7534,-90.7128
38.7524,-90.7122
47.6384,-90.7109
43.1322,-90.7087
38.7423,-90.7044
42.8404,-90.7014
42.5104,-90.701
38.7435,-90.6998
40.4853,-90.6936
35.8065,-90.6917
42.0605,-90.6906
38.7175,-90.6881
42.0528,-90.6854
35.7945,-90.6847
35.7941,-90.6838
35.8438,-90.6826
42.4847,-90.6817
46.3593,-90.6792
38.6978,-90.676
42.5051,-90.6676
40.4762,-90.6644
34.5778,-90.6633
43.033,-90.6608
43.0367,-90.6604
42.0492,-90.6555
42.0495,-90.655
38.7977,-90.6547
38.4975,-90.6511
38.6574,-90.6483
38.6638,-90.6458
38.4964,-90.6404
41.5452,-90.6393
35.8862,-90.6381
35.8871,-90.6359
34.532,-90.6341
38.7635,-90.6335
34.5338,-90.6326
40.9259,-90.6305
38.7217,-90.6299
38.7133,-90.6292
38.7136,-90.629
38.7549,-90.6286
38.5026,-90.6277
42.4897,-90.6266
40.9076,-90.6254
38.7919,-90.6246
41.4267,-90.6189
41.4261,-90.6186
19.7876,-90.6176
37.9235,-90.6169
42.5502,-90.616
38.534,-90.6153
37.5908,-90.6141
38.4428,-90.6065
41.5096,-90.6065
41.5851,-90.6064
41.585,-90.6063
38.5311,-90.606
42.5805,-90.6046
38.443,-90.6043
41.5733,-90.6038
38.2519,-90.6024
38.4411,-90.6019
38.5222,-90.5991
41.573,-90.5976
38.6159,-90.5924
41.4435,-90.5902
38.3672,-90.5887
44.5531,-90.5881
38.1559,-90.5842
38.6661,-90.5815
38.6664,-90.5814
38.3781,-90.5806
40.116,-90.5806
14.4892,-90.58
29.6877,-90.5799
44.9497,-90.576
30.4105,-90.5742
30.4097,-90.5738
35.9182,-90.5736
34.2298,-90.5721
36.4067,-90.5716
41.6509,-90.569
29.7083,-90.5684
38.6162,-90.5657
40.1212,-90.5646
38.1426,-90.5639
41.4235,-90.5625
40.6654,-90.5621
41.8386,-90.5547
41.4784,-90.548
38.7886,-90.5477
41.5158,-90.5468
37.9321,-90.5429
37.9352,-90.5425
38.6057,-90.539
38.6057,-90.5389
38.7848,-90.5382
29.6871,-90.5359
38.7362,-90.5332
36.035,-90.5316
41.5704,-90.5299
44.087,-90.5278
41.5423,-90.5267
41.3994,-90.5256
44.0268,-90.5254
41.46,-90.5212
41.7176,-90.5178
38.7582,-90.5154
38.5064,-90.5151
38.5065,-90.5151
38.5124,-90.5142
36.0713,-90.5126
30.4649,-90.5118
41.4282,-90.5111
41.4343,-90.5098
41.4349,-90.509
38.4764,-90.5086
38.4769,-90.5086
38.5918,-90.5068
41.5848,-90.5064
41.5819,-90.5061
31.1909,-90.5054
38.7921,-90.5051
38.592,-90.5046
38.5695,-90.5026
41.3069,-90.502
14.5912,-90.501
41.3052,-90.498
30.0862,-90.4975
41.5473,-90.496
38.7267,-90.4952
41.3137,-90.4949
44.0042,-90.4945
41.5484,-90.4907
30.5015,-90.4896
38.6661,-90.4891
38.662,-90.4883
30.089,-90.4857
41.5489,-90.4848
38.6599,-90.4838
38.6629,-90.4836
38.6594,-90.483
14.6081,-90.4829
14.6081,-90.4828
38.726,-90.4799
38.5667,-90.4756
38.5667,-90.4755
41.6041,-90.4749
39.6862,-90.4738
38.5668,-90.473
41.6,-90.4718
38.7258,-90.4697
14.5963,-90.4691
42.7489,-90.468
38.7342,-90.4653
30.4753,-90.4638
38.5596,-90.4575
31.183,-90.4545
41.4402,-90.4539
41.5621,-90.4537
42.4462,-90.4535
38.5775,-90.4534
42.4349,-90.4493
37.8272,-90.4492
36.7354,-90.4482
38.5687,-90.4469
37.8144,-90.4468
30.7914,-90.4432
37.8168,-90.4429
38.645,-90.4429
31.6119,-90.4419
45.6902,-90.441
30.7845,-90.4394
30.7844,-90.4393
38.5276,-90.4377
38.5278,-90.4375
42.3159,-90.4372
38.6436,-90.4368
41.5083,-90.4357
37.8242,-90.4339
38.6016,-90.4337
38.6668,-90.4334
36.7265,-90.4332
38.654,-90.4327
38.6987,-90.4311
38.5184,-90.4304
45.9486,-90.4296
30.4417,-90.4293
38.5308,-90.4291
36.7283,-90.428
38.5216,-90.4278
36.7704,-90.4277
38.7567,-90.4235
41.5697,-90.4232
38.5243,-90.4226
14.6171,-90.421
34.8135,-90.4208
41.1462,-90.4194
41.4492,-90.4166
32.2542,-90.415
32.2469,-90.4112
41.577,-90.4078
42.6032,-90.4077
29.9621,-90.4073
43.3321,-90.4023
30.5194,-90.4021
30.5242,-90.4001
29.9503,-90.3996
42.0753,-90.3989
41.4724,-90.3975
38.761,-90.397
38.7611,-90.397
38.2613,-90.3949
41.5872,-90.3946
37.9032,-90.3945
31.69,-90.3932
32.8733,-90.393
38.2923,-90.3928
38.6377,-90.3926
41.4774,-90.3923
41.5935,-90.3918
38.5324,-90.3913
41.4783,-90.3912
14.5505,-90.3906
32.8807,-90.3877
38.6168,-90.3869
38.7358,-90.3829
31.9538,-90.3827
38.4663,-90.3827
38.7345,-90.3814
41.5562,-90.3809
44.0192,-90.3801
14.5472,-90.38
38.5804,-90.3794
38.6505,-90.3789
41.5546,-90.3786
38.5856,-90.3768
38.5874,-90.3767
38.5875,-90.3766
29.9725,-90.374
29.9716,-90.3735
38.64,-90.3726
40.9881,-90.3717
38.4176,-90.3712
29.9766,-90.3695
41.3872,-90.3669
41.3873,-90.3668
