"lat","long"
48.1106,-123.0921
49.1429,-123.092
44.0636,-123.0868
44.0773,-123.0831
49.0325,-123.0829
49.1411,-123.0814
49.1441,-123.0806
48.9956,-123.0803
48.994,-123.08
48.9962,-123.0797
49.0317,-123.0794
54.0148,-123.0777
49.1875,-123.0764
44.9771,-123.0732
49.1118,-123.0723
44.9133,-123.0715
47.3375,-123.0713
44.0282,-123.0712
47.3356,-123.0702
47.338,-123.0701
44.9772,-123.069
49.1762,-123.0687
49.151,-123.0683
44.0298,-123.068
47.3318,-123.0614
43.8041,-123.0608
49.0247,-123.0594
49.2132,-123.054
47.2846,-123.0509
45.4835,-123.0507
45.0755,-123.0502
45.6094,-123.0471
47.2482,-123.0438
44.8648,-123.0428
49.0837,-123.0409
42.421,-123.0407
49.0043,-123.0403
43.807,-123.0401
43.8092,-123.0377
49.175,-123.0351
44.0456,-123.0342
49.273,-123.0308
49.2814,-123.0294
38.3129,-123.0275
49.1354,-123.0257
48.5033,-123.0246
48.5033,-123.0244
45.0122,-123.024
49.3078,-123.0236
49.0646,-123.0226
45.5294,-123.0201
49.2218,-123.0185
47.085,-123.0179
46.9866,-123.017
45.5251,-123.0051
45.6136,-123.0023
49.2059,-123.0021
43.9254,-123.0007
43.9253,-123.0006
38.4782,-122.997
49.2074,-122.9968
46.675,-122.9903
46.1484,-122.9883
49.3154,-122.9849
44.9211,-122.9845
46.1665,-122.9806
45.5386,-122.9793
49.2751,-122.9785
49.3216,-122.9784
49.2451,-122.9712
49.3148,-122.9674
45.3169,-122.965
49.2713,-122.9649
50.1142,-122.9605
50.1137,-122.9578
44.9398,-122.9542
46.1608,-122.9523
50.1393,-122.9523
50.1427,-122.9482
50.116,-122.9472
45.4817,-122.9458
50.1205,-122.9431
49.265,-122.9428
49.1514,-122.9413
40.7326,-122.9403
45.2994,-122.9364
48.4852,-122.9347
46.9162,-122.9346
47.0849,-122.9346
46.9863,-122.9337
49.1183,-122.9316
40.7203,-122.9303
45.4869,-122.9294
48.6714,-122.9271
46.9708,-122.9182
45.485,-122.9181
45.4847,-122.9179
46.9705,-122.9178
44.1197,-122.9166
44.1198,-122.9163
46.1199,-122.9131
45.3113,-122.9062
47.0064,-122.9029
38.9374,-122.9026
45.1583,-122.9021
45.5344,-122.8988
49.1019,-122.8957
45.5363,-122.8922
46.6125,-122.8899
45.6785,-122.8792
49.2514,-122.8774
42.3266,-122.8757
49.1254,-122.8725
45.1558,-122.8711
47.0284,-122.871
49.2315,-122.8692
42.3113,-122.8671
42.3113,-122.867
42.3069,-122.8618
38.6125,-122.8551
49.1742,-122.8539
45.1589,-122.8537
38.6129,-122.8535
49.237,-122.8531
45.1597,-122.8525
42.3041,-122.851
49.2771,-122.8499
44.491,-122.8487
48.0556,-122.8462
38.4347,-122.8441
47.388,-122.8411
41.8342,-122.8408
47.3838,-122.8408
42.4421,-122.8399
45.5469,-122.8398
46.9943,-122.8391
42.3075,-122.8389
45.4781,-122.8371
45.5242,-122.8365
42.3272,-122.8363
49.0682,-122.8348
47.3832,-122.8289
44.8265,-122.823
44.8283,-122.8228
45.0639,-122.8219
49.0673,-122.8198
49.2346,-122.818
42.3029,-122.8178
49.0982,-122.8171
49.0985,-122.8168
38.5328,-122.8159
46.9957,-122.8128
42.458,-122.8053
38.5281,-122.8052
42.4597,-122.8044
42.4596,-122.8042
49.1469,-122.8019
45.4059,-122.8018
38.4348,-122.8015
49.0252,-122.801
44.5168,-122.8006
49.144,-122.7995
49.144,-122.7994
45.4093,-122.7965
48.5029,-122.7962
45.4833,-122.7941
49.3141,-122.7881
45.4633,-122.788
47.0523,-122.7848
45.4228,-122.7824
49.0646,-122.782
45.4064,-122.7817
45.4606,-122.7807
48.9593,-122.7801
38.2314,-122.7794
48.9557,-122.7785
48.939,-122.7784
42.4246,-122.7782
45.4585,-122.7767
45.4758,-122.7762
48.1167,-122.7753
47.0357,-122.7731
46.9832,-122.7729
53.8964,-122.7726
45.3912,-122.771
46.9773,-122.7709
45.3329,-122.7708
53.8949,-122.7708
45.3301,-122.7707
53.8849,-122.7705
45.4162,-122.7694
53.8923,-122.7682
45.2721,-122.7677
49.1245,-122.7649
50.3075,-122.7648
45.4773,-122.7632
50.3074,-122.7631
47.0973,-122.7624
50.3045,-122.7604
45.2887,-122.7588
45.2884,-122.7585
49.0216,-122.7567
49.0212,-122.7565
49.1431,-122.7547
49.0106,-122.7539
39.001,-122.7533
39.0016,-122.7529
49.0091,-122.7529
47.5208,-122.7505
47.0969,-122.7493
53.95,-122.7483
53.9156,-122.7468
38.5397,-122.7467
38.5053,-122.7465
47.5224,-122.7462
48.928,-122.7449
38.5317,-122.7353
47.6299,-122.7349
38.53,-122.7345
49.2581,-122.7325
38.3248,-122.7323
45.4399,-122.7267
49.0168,-122.721
44.0898,-122.7158
48.9548,-122.7146
38.4889,-122.713
38.4457,-122.7089
45.3171,-122.7078
45.3171,-122.7077
38.3609,-122.7073
38.4416,-122.7068
47.4723,-122.7062
45.6045,-122.705
38.3564,-122.7024
47.5898,-122.7018
38.4303,-122.7017
45.4733,-122.7016
49.105,-122.7013
49.1051,-122.7012
47.1581,-122.6996
49.1745,-122.6992
45.288,-122.6973
45.725,-122.6964
49.0477,-122.6946
45.6724,-122.6942
45.3976,-122.6936
47.9045,-122.6934
48.3208,-122.6931
45.3162,-122.693
49.2494,-122.6929
45.4565,-122.6926
49.0919,-122.6926
38.0169,-122.6919
47.502,-122.6892
45.8369,-122.6885
48.9786,-122.6875
47.157,-122.6866
45.3991,-122.6865
45.2828,-122.6865
48.2932,-122.6863
45.4225,-122.6859
47.1567,-122.6851
45.2831,-122.6846
47.9255,-122.6839
47.6457,-122.6825
45.5255,-122.681
49.2268,-122.6754
49.2275,-122.6753
45.5202,-122.6749
47.4056,-122.673
45.7223,-122.6701
38.2778,-122.6696
47.0843,-122.6692
47.5715,-122.6682
45.5156,-122.6661
47.1054,-122.6647
45.9355,-122.6644
38.4204,-122.6625
53.8176,-122.6623
45.6883,-122.6596
49.3051,-122.6587
42.1803,-122.6586
48.9752,-122.6583
48.9724,-122.6579
45.5139,-122.6562
45.4489,-122.6527
48.3864,-122.6475
48.9224,-122.6468
49.3029,-122.6445
47.6513,-122.6444
49.3176,-122.6441
49.2107,-122.6439
45.5996,-122.6427
49.0894,-122.6418
38.1104,-122.6401
45.4753,-122.6392
45.5827,-122.6347
53.8954,-122.6335
53.8981,-122.6327
47.3032,-122.6295
45.5733,-122.6276
49.0814,-122.626
45.4023,-122.6218
37.9732,-122.6188
46.938,-122.6176
49.1633,-122.617
47.6207,-122.6164
49.2932,-122.6164
46.9401,-122.6157
38.2199,-122.6149
38.2641,-122.6133
47.3729,-122.6103
45.3748,-122.6099
45.6264,-122.6097
46.9426,-122.6059
45.3757,-122.6032
45.3767,-122.6028
45.7043,-122.599
45.6768,-122.5987
47.5282,-122.5983
45.7105,-122.5982
49.1802,-122.5976
45.6769,-122.5973
47.5258,-122.5969
49.1528,-122.5941
38.4327,-122.5939
38.4327,-122.5932
38.4323,-122.5926
45.5343,-122.5902
45.538,-122.59
38.2427,-122.5893
45.5667,-122.5873
38.2452,-122.5868
38.586,-122.5854
38.5835,-122.5852
38.4266,-122.5831
45.1977,-122.5828
45.3805,-122.5826
45.6491,-122.5809
47.1922,-122.5758
47.2062,-122.5752
47.1376,-122.5751
45.5648,-122.5737
45.22,-122.5734
49.1048,-122.5724
48.4622,-122.5717
48.4621,-122.5717
47.2003,-122.5708
38.1031,-122.5696
47.293,-122.5696
47.2124,-122.5696
48.8484,-122.5684
41.7217,-122.5679
47.1171,-122.5663
45.533,-122.5662
38.0647,-122.5653
47.1421,-122.5643
45.2988,-122.5642
45.2988,-122.5641
45.4358,-122.5635
37.9637,-122.5588
47.281,-122.5588
45.4403,-122.5578
53.0173,-122.5575
49.2257,-122.5574
38.7961,-122.5559
53.0119,-122.5532
47.1823,-122.5528
47.1822,-122.5528
37.9204,-122.5522
47.1543,-122.5498
45.315,-122.5473
48.0279,-122.5457
47.1944,-122.5445
47.1944,-122.5443
45.5613,-122.5404
48.0292,-122.5394
38.0268,-122.5383
37.9095,-122.5378
49.071,-122.5373
47.6667,-122.5347
47.1362,-122.5335
37.8969,-122.5334
38.0682,-122.531
45.3983,-122.5302
45.3983,-122.5299
45.6682,-122.5284
38.0186,-122.525
47.2646,-122.5241
47.2326,-122.5233
49.0451,-122.5227
38.0196,-122.5224
38.0199,-122.5224
45.7508,-122.5204
45.7143,-122.5192
45.527,-122.5183
48.3796,-122.5154
45.6016,-122.513
45.6476,-122.5124
47.625,-122.5119
47.1928,-122.5101
38.1022,-122.5097
47.1933,-122.509
47.1242,-122.5084
45.6118,-122.5083
47.1281,-122.5082
37.769,-122.5066
49.1461,-122.5018
45.4973,-122.5017
38.3138,-122.5011
38.3137,-122.5009
47.6314,-122.5004
37.7318,-122.4978
48.826,-122.4961
37.7236,-122.495
37.7093,-122.4947
37.7095,-122.4947
37.7822,-122.4945
37.7092,-122.4945
49.1447,-122.4938
37.7246,-122.4937
37.7247,-122.4937
37.7247,-122.4936
37.7246,-122.4936
37.7095,-122.4931
37.9043,-122.4931
37.6798,-122.4906
37.6285,-122.4899
44.7934,-122.4888
48.7772,-122.4887
48.7819,-122.488
37.7716,-122.4859
47.1316,-122.4856
38.6545,-122.4839
47.5857,-122.4837
48.0033,-122.4832
47.5846,-122.4828
37.6265,-122.4818
45.5133,-122.48
45.514,-122.4792
37.6619,-122.4791
37.7124,-122.4771
47.2399,-122.4758
47.24,-122.4757
48.2228,-122.4753
48.2229,-122.4753
37.7039,-122.475
37.6961,-122.4722
37.728,-122.4712
38.5226,-122.4674
47.4002,-122.4671
37.9945,-122.4653
48.0072,-122.464
47.199,-122.4627
37.7896,-122.4622
37.7891,-122.4608
37.7906,-122.4599
52.9174,-122.4576
45.6464,-122.4559
45.6286,-122.4526
43.7497,-122.4517
43.7556,-122.4512
48.9604,-122.4508
37.6812,-122.4473
45.5571,-122.447
47.2639,-122.4464
48.7042,-122.4449
48.8889,-122.4436
52.9509,-122.4434
47.2528,-122.4432
47.1438,-122.4431
37.4356,-122.4428
37.804,-122.4427
47.141,-122.442
37.4349,-122.4404
37.4347,-122.4403
37.6496,-122.4385
37.4657,-122.4374
37.6296,-122.4371
37.63,-122.4369
47.1172,-122.4361
47.3828,-122.4287
47.3829,-122.4287
37.4328,-122.4273
45.4682,-122.4266
37.7161,-122.4243
37.7144,-122.4242
49.1985,-122.4188
45.5051,-122.4102
37.7924,-122.4101
37.6049,-122.408
48.8485,-122.4078
45.5353,-122.4072
45.5369,-122.4067
37.7879,-122.4064
47.1327,-122.4063
37.8057,-122.4061
47.955,-122.4046
37.7279,-122.4014
41.4321,-122.4001
37.7924,-122.3994
47.2914,-122.3974
47.2944,-122.3964
47.551,-122.3947
40.5994,-122.391
47.2912,-122.3892
45.4168,-122.3879
45.4178,-122.3875
48.4649,-122.3857
37.5601,-122.3854
45.6013,-122.3848
38.413,-122.3834
45.4186,-122.3833
37.5576,-122.3822
37.5572,-122.382
47.3131,-122.3787
47.6437,-122.3784
47.6442,-122.3779
47.5635,-122.3764
45.3475,-122.375
40.5255,-122.3736
45.3366,-122.373
37.5685,-122.3685
41.5101,-122.3675
41.51,-122.3666
47.0673,-122.3659
47.7366,-122.3656
40.5411,-122.3639
40.5444,-122.3625
46.925,-122.3586
38.3956,-122.3585
37.5734,-122.3581
40.6358,-122.3557
49.1473,-122.3552
39.7684,-122.3513
37.9857,-122.3497
45.2481,-122.3491
45.2497,-122.3485
37.9555,-122.3439
47.6344,-122.3431
47.7163,-122.3428
47.6418,-122.3426
38.2605,-122.3424
47.631,-122.3419
49.0623,-122.3416
48.7271,-122.3404
47.67,-122.3401
47.6105,-122.3351
47.5952,-122.3316
47.6204,-122.3306
47.7889,-122.3296
47.6037,-122.3294
47.8157,-122.329
47.8159,-122.3289
45.5806,-122.328
48.7131,-122.3272
48.713,-122.327
48.5355,-122.3265
37.5863,-122.3253
37.5657,-122.3243
40.6721,-122.3243
40.6721,-122.324
45.5808,-122.3239
40.5056,-122.3234
47.7812,-122.3229
48.0116,-122.3223
47.7829,-122.3222
37.5415,-122.3207
37.5485,-122.3204
47.5043,-122.3198
47.3012,-122.3198
49.0785,-122.3184
41.2864,-122.3177
47.7266,-122.3176
47.6133,-122.3151
47.9114,-122.3129
47.8901,-122.3106
47.894,-122.3105
37.5532,-122.3076
47.567,-122.3076
47.505,-122.3076
47.5675,-122.3074
37.5633,-122.3066
47.5669,-122.3065
47.8906,-122.3059
37.9326,-122.3035
37.5593,-122.3035
47.4285,-122.3035
37.9349,-122.3032
47.429,-122.3032
40.4824,-122.3022
40.4824,-122.3019
47.7867,-122.2979
40.5636,-122.2971
47.5727,-122.2965
47.6087,-122.2964
47.6686,-122.2956
47.1908,-122.2942
47.7191,-122.293
47.6404,-122.2915
47.6402,-122.2913
47.0866,-122.2906
47.2441,-122.2896
48.4098,-122.2868
47.8801,-122.2857
37.5708,-122.2841
37.5722,-122.2832
37.5721,-122.2831
47.3811,-122.2795
37.786,-122.279
48.4013,-122.277
47.6828,-122.2768
38.2674,-122.2767
38.2675,-122.2767
38.2674,-122.2766
38.3009,-122.2765
37.8576,-122.2763
47.8248,-122.2753
37.8048,-122.2731
47.9205,-122.2703
47.6889,-122.2694
38.3496,-122.267
38.3499,-122.2669
37.4593,-122.2668
37.4555,-122.2656
47.4813,-122.2653
38.3496,-122.2652
38.0828,-122.2644
37.4667,-122.2639
47.3799,-122.2636
47.3808,-122.2629
47.3808,-122.2626
47.1938,-122.2607
47.1939,-122.2607
40.2221,-122.2589
47.7502,-122.256
47.7504,-122.256
38.2201,-122.2528
37.7759,-122.2519
38.2181,-122.2511
47.4587,-122.251
47.9177,-122.2508
37.9991,-122.2498
37.891,-122.2485
37.8374,-122.2483
37.8365,-122.2476
37.5031,-122.2461
47.237,-122.2456
45.5448,-122.2453
37.8879,-122.2433
38.3182,-122.2411
37.4453,-122.2405
47.2344,-122.2395
47.1164,-122.2386
37.4773,-122.238
37.7396,-122.238
47.3805,-122.2371
38.2158,-122.236
38.2158,-122.2359
37.7398,-122.2343
48.0513,-122.2338
47.9565,-122.2334
37.7394,-122.2332
47.6252,-122.233
48.3904,-122.233
48.3904,-122.2329
37.4884,-122.2305
49.0344,-122.2286
49.0714,-122.2273
38.1359,-122.2267
49.0353,-122.2267
40.5559,-122.2251
39.5842,-122.2247
38.099,-122.2227
40.5559,-122.22
37.4213,-122.2174
38.0062,-122.2161
37.8006,-122.2159
44.1824,-122.212
47.9471,-122.2103
47.9693,-122.2085
37.8187,-122.2084
47.8581,-122.208
47.3361,-122.2066
47.9441,-122.2066
47.6265,-122.2049
39.875,-122.2046
47.615,-122.1981
48.0141,-122.1978
47.6106,-122.1967
38.132,-122.1964
47.641,-122.1961
38.1225,-122.1959
37.7253,-122.1954
47.6103,-122.195
47.6585,-122.1947
37.7219,-122.1944
37.7201,-122.1933
38.1218,-122.1928
52.1132,-122.1926
38.1185,-122.1907
47.6208,-122.1907
47.6236,-122.1905
37.8915,-122.1899
37.6949,-122.1852
37.6949,-122.1851
37.6916,-122.185
37.4212,-122.1843
47.607,-122.1838
37.4243,-122.1835
37.6976,-122.1834
47.6677,-122.1818
37.423,-122.1817
47.6112,-122.1813
38.1531,-122.1797
38.1555,-122.1789
38.1513,-122.1765
37.374,-122.1717
47.7104,-122.1691
37.4522,-122.166
47.8815,-122.1653
47.6286,-122.1637
37.1538,-122.1618
37.1539,-122.1617
47.4709,-122.1617
47.3794,-122.1605
37.4493,-122.16
47.5423,-122.1586
47.7126,-122.1581
47.2292,-122.1523
47.4495,-122.1521
47.6567,-122.1517
47.6941,-122.1511
49.7367,-122.1507
47.3078,-122.1505
47.6903,-122.1492
47.6902,-122.1491
47.6905,-122.1486
47.7396,-122.1463
47.308,-122.1447
47.5354,-122.1437
39.0085,-122.1408
48.0713,-122.1388
47.4477,-122.1385
37.836,-122.1371
48.0682,-122.1367
37.6869,-122.1366
41.2372,-122.1363
37.8368,-122.1359
37.7663,-122.1338
41.2394,-122.1338
37.7663,-122.1336
37.6621,-122.1334
37.4546,-122.1296
38.7345,-122.1284
48.1927,-122.1283
47.6226,-122.128
47.6225,-122.1279
47.6179,-122.1274
48.1573,-122.1274
37.8154,-122.1242
46.5337,-122.122
37.6665,-122.1217
37.7449,-122.1202
37.745,-122.1201
37.7394,-122.1194
37.8917,-122.119
47.8992,-122.1173
37.4537,-122.1159
37.4346,-122.1137
47.613,-122.1133
47.632,-122.0997
47.6314,-122.0983
47.3014,-122.0981
37.9486,-122.0976
47.6218,-122.0974
37.9883,-122.0973
47.6218,-122.097
37.3509,-122.0918
37.351,-122.0915
49.1248,-122.0888
49.1208,-122.0877
37.4305,-122.0855
49.1261,-122.0855
37.7264,-122.0821
37.0649,-122.0813
37.9735,-122.0807
47.7186,-122.0807
38.2889,-122.0782
37.8701,-122.0742
38.2916,-122.0732
47.7443,-122.0731
47.8115,-122.0699
